Country ISO3;Country Name;Indicator Id;Indicator;Subindicator Type;2015;2017
IDN;Indonesia;3536;WEF Safety and security pillar, 1-7 (best);Value;5.155690044;
IDN;Indonesia;3537;WEF Safety and security pillar, 1-7 (best);Rank;83;
IDN;Indonesia;3538;WEF Health and hygiene, 1-7 (best);Value;4.244544348;4.298599498
IDN;Indonesia;3539;WEF Health and hygiene, 1-7 (best);Rank;109;108
IDN;Indonesia;3540;WEF Human resources and labour market, 1-7 (best);Value;4.697011145;4.636400539
IDN;Indonesia;3541;WEF Human resources and labour market, 1-7 (best);Rank;53;64
IDN;Indonesia;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;3.725590335;3.812201109
IDN;Indonesia;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;85;91
IDN;Indonesia;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;5.608256278;5.580070967
IDN;Indonesia;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;15;12
IDN;Indonesia;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.550682345;4.267825202
IDN;Indonesia;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;55;17
IDN;Indonesia;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;6.109042784;6.002751169
IDN;Indonesia;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;3;5
IDN;Indonesia;3554;WEF Environmental sustainability, 1-7 (best);Value;3.111253523;3.247466317
IDN;Indonesia;3555;WEF Environmental sustainability, 1-7 (best);Rank;134;131
IDN;Indonesia;3556;WEF Air transport infrastructure, 1-7 (best);Value;3.806183146;3.774408709
IDN;Indonesia;3557;WEF Air transport infrastructure, 1-7 (best);Rank;39;36
IDN;Indonesia;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.272602262;3.196959386
IDN;Indonesia;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;77;69
IDN;Indonesia;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;3.072172965;3.117849791
IDN;Indonesia;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;101;96
IDN;Indonesia;3562;WEF Natural resources pillar, 1-7 (best);Value;4.362014794;4.746000654
IDN;Indonesia;3563;WEF Natural resources pillar, 1-7 (best);Rank;19;14
IDN;Indonesia;3564;WEF Cultural resources and business travel, 1-7 (best);Value;3.116050588;3.282337349
IDN;Indonesia;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;25;23
IND;India;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.021304117;4.182856986
IND;India;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;52;40
IND;India;3526;WEF Enabling environment subindex, 1-7 (best);Value;3.803751885;4.066610921
IND;India;3527;WEF Enabling environment subindex, 1-7 (best);Rank;115;108
IND;India;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.925798783;4.139459101
IND;India;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;92;79
IND;India;3530;WEF Infrastructure subindex, 1-7 (best);Value;3.601419722;3.690727685
IND;India;3531;WEF Infrastructure subindex, 1-7 (best);Rank;67;58
IND;India;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;4.754246078;4.834630235
IND;India;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;12;12
IND;India;3534;WEF Business environment, 1-7 (best);Value;4.01569516;4.264138493
IND;India;3535;WEF Business environment, 1-7 (best);Rank;107;89
IND;India;3536;WEF Safety and security pillar, 1-7 (best);Value;3.82195834;
IND;India;3537;WEF Safety and security pillar, 1-7 (best);Rank;129;
IND;India;3538;WEF Health and hygiene, 1-7 (best);Value;4.31974778;4.363682063
IND;India;3539;WEF Health and hygiene, 1-7 (best);Rank;106;104
IND;India;3540;WEF Human resources and labour market, 1-7 (best);Value;4.031170602;4.370270994
IND;India;3541;WEF Human resources and labour market, 1-7 (best);Rank;111;87
IND;India;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;2.830187545;3.210077871
IND;India;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;114;112
IND;India;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.143925253;3.924296276
IND;India;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;96;104
IND;India;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.084425752;3.701568609
IND;India;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;69;55
IND;India;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;5.587633966;5.84753001
IND;India;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;8;10
IND;India;3554;WEF Environmental sustainability, 1-7 (best);Value;2.887210161;3.084441509
IND;India;3555;WEF Environmental sustainability, 1-7 (best);Rank;139;134
IND;India;3556;WEF Air transport infrastructure, 1-7 (best);Value;3.882509405;3.915754511
IND;India;3557;WEF Air transport infrastructure, 1-7 (best);Rank;35;32
IND;India;3558;WEF Ground and port infrastructure, 1-7 (best);Value;4.023273622;4.458022072
IND;India;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;50;29
IND;India;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.898476141;2.698406473
IND;India;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;109;110
IND;India;3562;WEF Natural resources pillar, 1-7 (best);Value;4.417842409;4.386126444
IND;India;3563;WEF Natural resources pillar, 1-7 (best);Rank;17;24
IND;India;3564;WEF Cultural resources and business travel, 1-7 (best);Value;5.090649747;5.283134026
IND;India;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;10;9
IRL;Ireland;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.533202774;4.525045897
IRL;Ireland;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;19;23
IRL;Ireland;3526;WEF Enabling environment subindex, 1-7 (best);Value;5.582806936;5.686582316
IRL;Ireland;3527;WEF Enabling environment subindex, 1-7 (best);Rank;20;20
IRL;Ireland;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.694650786;4.661426841
IRL;Ireland;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;5;14
IRL;Ireland;3530;WEF Infrastructure subindex, 1-7 (best);Value;5.049845196;4.875232161
IRL;Ireland;3531;WEF Infrastructure subindex, 1-7 (best);Rank;18;18
IRL;Ireland;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.80550818;2.87694227
IRL;Ireland;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;46;49
IRL;Ireland;3534;WEF Business environment, 1-7 (best);Value;5.372857479;5.509699713
IRL;Ireland;3535;WEF Business environment, 1-7 (best);Rank;14;11
IRL;Ireland;3536;WEF Safety and security pillar, 1-7 (best);Value;6.183327583;
IRL;Ireland;3537;WEF Safety and security pillar, 1-7 (best);Rank;15;
IRL;Ireland;3538;WEF Health and hygiene, 1-7 (best);Value;5.803491201;5.70847596
IRL;Ireland;3539;WEF Health and hygiene, 1-7 (best);Rank;50;55
IRL;Ireland;3540;WEF Human resources and labour market, 1-7 (best);Value;5.274793081;5.454533675
IRL;Ireland;3541;WEF Human resources and labour market, 1-7 (best);Rank;12;15
IRL;Ireland;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;5.279565336;5.651946856
IRL;Ireland;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;30;25
IRL;Ireland;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;5.250240438;5.405935934
IRL;Ireland;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;28;17
IRL;Ireland;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;4.527975874;4.507975874
IRL;Ireland;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;5;7
IRL;Ireland;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;3.694163529;4.034769658
IRL;Ireland;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;122;121
IRL;Ireland;3554;WEF Environmental sustainability, 1-7 (best);Value;5.306223302;4.697025896
IRL;Ireland;3555;WEF Environmental sustainability, 1-7 (best);Rank;2;25
IRL;Ireland;3556;WEF Air transport infrastructure, 1-7 (best);Value;4.160428834;4.163707165
IRL;Ireland;3557;WEF Air transport infrastructure, 1-7 (best);Rank;30;28
IRL;Ireland;3558;WEF Ground and port infrastructure, 1-7 (best);Value;4.891285059;4.699312265
IRL;Ireland;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;24;21
IRL;Ireland;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;6.097821695;5.762677054
IRL;Ireland;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;11;15
IRL;Ireland;3562;WEF Natural resources pillar, 1-7 (best);Value;2.786432069;2.844060827
IRL;Ireland;3563;WEF Natural resources pillar, 1-7 (best);Rank;72;77
IRL;Ireland;3564;WEF Cultural resources and business travel, 1-7 (best);Value;2.824584291;2.909823712
IRL;Ireland;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;31;33
IRN;Iran, Islamic Rep.;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.321149128;3.426791756
IRN;Iran, Islamic Rep.;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;97;93
IRN;Iran, Islamic Rep.;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.155230405;4.431088179
IRN;Iran, Islamic Rep.;3527;WEF Enabling environment subindex, 1-7 (best);Rank;98;91
IRN;Iran, Islamic Rep.;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.893862021;4.050983553
IRN;Iran, Islamic Rep.;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;96;90
IRN;Iran, Islamic Rep.;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.703464671;2.613142345
IRN;Iran, Islamic Rep.;3531;WEF Infrastructure subindex, 1-7 (best);Rank;105;101
IRN;Iran, Islamic Rep.;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.532039417;2.611952946
IRN;Iran, Islamic Rep.;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;57;60
IRN;Iran, Islamic Rep.;3534;WEF Business environment, 1-7 (best);Value;3.854612601;4.338462245
IRN;Iran, Islamic Rep.;3535;WEF Business environment, 1-7 (best);Rank;119;79
IRN;Iran, Islamic Rep.;3536;WEF Safety and security pillar, 1-7 (best);Value;4.892537059;
IRN;Iran, Islamic Rep.;3537;WEF Safety and security pillar, 1-7 (best);Rank;96;
IRN;Iran, Islamic Rep.;3538;WEF Health and hygiene, 1-7 (best);Value;4.713957841;4.723015054
IRN;Iran, Islamic Rep.;3539;WEF Health and hygiene, 1-7 (best);Rank;93;93
IRN;Iran, Islamic Rep.;3540;WEF Human resources and labour market, 1-7 (best);Value;3.953702472;4.133851485
IRN;Iran, Islamic Rep.;3541;WEF Human resources and labour market, 1-7 (best);Rank;114;105
IRN;Iran, Islamic Rep.;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;3.361342051;3.791447648
IRN;Iran, Islamic Rep.;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;98;94
IRN;Iran, Islamic Rep.;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;3.346813329;3.553235354
IRN;Iran, Islamic Rep.;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;130;117
IRN;Iran, Islamic Rep.;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;2.144447645;2.384447645
IRN;Iran, Islamic Rep.;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;116;109
IRN;Iran, Islamic Rep.;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;6.618892964;6.660545463
IRN;Iran, Islamic Rep.;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;1;1
IRN;Iran, Islamic Rep.;3554;WEF Environmental sustainability, 1-7 (best);Value;3.465294145;3.605705749
IRN;Iran, Islamic Rep.;3555;WEF Environmental sustainability, 1-7 (best);Rank;115;119
IRN;Iran, Islamic Rep.;3556;WEF Air transport infrastructure, 1-7 (best);Value;2.221038212;2.201919546
IRN;Iran, Islamic Rep.;3557;WEF Air transport infrastructure, 1-7 (best);Rank;93;89
IRN;Iran, Islamic Rep.;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.276784759;3.104629862
IRN;Iran, Islamic Rep.;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;76;75
IRN;Iran, Islamic Rep.;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.61257104;2.532877627
IRN;Iran, Islamic Rep.;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;119;116
IRN;Iran, Islamic Rep.;3562;WEF Natural resources pillar, 1-7 (best);Value;2.475888787;2.445683936
IRN;Iran, Islamic Rep.;3563;WEF Natural resources pillar, 1-7 (best);Rank;98;100
IRN;Iran, Islamic Rep.;3564;WEF Cultural resources and business travel, 1-7 (best);Value;2.588190047;2.778221956
IRN;Iran, Islamic Rep.;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;37;38
ISL;Iceland;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.541187282;4.498041716
ISL;Iceland;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;18;25
ISL;Iceland;3526;WEF Enabling environment subindex, 1-7 (best);Value;5.789648432;5.967599101
ISL;Iceland;3527;WEF Enabling environment subindex, 1-7 (best);Rank;9;6
ISL;Iceland;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.697562724;4.713613453
ISL;Iceland;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;4;9
ISL;Iceland;3530;WEF Infrastructure subindex, 1-7 (best);Value;5.09775166;4.826156194
ISL;Iceland;3531;WEF Infrastructure subindex, 1-7 (best);Rank;16;20
ISL;Iceland;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.579786311;2.484798116
ISL;Iceland;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;55;65
ISL;Iceland;3534;WEF Business environment, 1-7 (best);Value;4.9629581;5.325393187
ISL;Iceland;3535;WEF Business environment, 1-7 (best);Rank;30;19
ISL;Iceland;3536;WEF Safety and security pillar, 1-7 (best);Value;6.542733072;
ISL;Iceland;3537;WEF Safety and security pillar, 1-7 (best);Rank;4;
ISL;Iceland;3538;WEF Health and hygiene, 1-7 (best);Value;6.071627754;6.070331664
ISL;Iceland;3539;WEF Health and hygiene, 1-7 (best);Rank;34;38
ISL;Iceland;3540;WEF Human resources and labour market, 1-7 (best);Value;5.49245898;5.756761084
ISL;Iceland;3541;WEF Human resources and labour market, 1-7 (best);Rank;2;1
ISL;Iceland;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;5.878464254;6.114423706
ISL;Iceland;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;13;11
ISL;Iceland;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;5.894381663;6.027434629
ISL;Iceland;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;5;3
ISL;Iceland;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;4.38120249;4.40120249
ISL;Iceland;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;6;9
ISL;Iceland;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;3.591232324;3.577419482
ISL;Iceland;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;128;132
ISL;Iceland;3554;WEF Environmental sustainability, 1-7 (best);Value;4.923434421;4.848397211
ISL;Iceland;3555;WEF Environmental sustainability, 1-7 (best);Rank;11;15
ISL;Iceland;3556;WEF Air transport infrastructure, 1-7 (best);Value;4.666289658;4.685992175
ISL;Iceland;3557;WEF Air transport infrastructure, 1-7 (best);Rank;15;17
ISL;Iceland;3558;WEF Ground and port infrastructure, 1-7 (best);Value;4.346059706;3.968760813
ISL;Iceland;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;39;42
ISL;Iceland;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;6.280905618;5.823715595
ISL;Iceland;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;8;13
ISL;Iceland;3562;WEF Natural resources pillar, 1-7 (best);Value;3.632550433;3.495086979
ISL;Iceland;3563;WEF Natural resources pillar, 1-7 (best);Rank;38;52
ISL;Iceland;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.527022188;1.474509254
ISL;Iceland;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;77;90
ISR;Israel;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.660397604;3.844390048
ISR;Israel;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;72;61
ISR;Israel;3526;WEF Enabling environment subindex, 1-7 (best);Value;5.116636506;5.279839951
ISR;Israel;3527;WEF Enabling environment subindex, 1-7 (best);Rank;47;40
ISR;Israel;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.542642213;3.54065587
ISR;Israel;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;127;123
ISR;Israel;3530;WEF Infrastructure subindex, 1-7 (best);Value;3.756928109;4.28057917
ISR;Israel;3531;WEF Infrastructure subindex, 1-7 (best);Rank;59;40
ISR;Israel;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.225383587;2.276485199
ISR;Israel;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;79;85
ISR;Israel;3534;WEF Business environment, 1-7 (best);Value;4.606710417;5.006939103
ISR;Israel;3535;WEF Business environment, 1-7 (best);Rank;51;32
ISR;Israel;3536;WEF Safety and security pillar, 1-7 (best);Value;4.85358886;
ISR;Israel;3537;WEF Safety and security pillar, 1-7 (best);Rank;99;
ISR;Israel;3538;WEF Health and hygiene, 1-7 (best);Value;6.059038177;6.058481333
ISR;Israel;3539;WEF Health and hygiene, 1-7 (best);Rank;36;39
ISR;Israel;3540;WEF Human resources and labour market, 1-7 (best);Value;4.814603006;5.242782879
ISR;Israel;3541;WEF Human resources and labour market, 1-7 (best);Rank;39;21
ISR;Israel;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;5.249242069;5.466853941
ISR;Israel;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;32;32
ISR;Israel;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.629630449;4.565970402
ISR;Israel;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;64;73
ISR;Israel;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;2.53712222;2.53712222
ISR;Israel;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;95;99
ISR;Israel;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;3.239607532;3.133128895
ISR;Israel;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;136;133
ISR;Israel;3554;WEF Environmental sustainability, 1-7 (best);Value;3.764208651;3.926401963
ISR;Israel;3555;WEF Environmental sustainability, 1-7 (best);Rank;101;91
ISR;Israel;3556;WEF Air transport infrastructure, 1-7 (best);Value;3.157232495;3.228974411
ISR;Israel;3557;WEF Air transport infrastructure, 1-7 (best);Rank;50;47
ISR;Israel;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.914883117;4.214447396
ISR;Israel;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;52;36
ISR;Israel;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;4.198668717;5.398315704
ISR;Israel;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;72;26
ISR;Israel;3562;WEF Natural resources pillar, 1-7 (best);Value;2.472810989;2.550989656
ISR;Israel;3563;WEF Natural resources pillar, 1-7 (best);Rank;99;93
ISR;Israel;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.977956185;2.001980743
ISR;Israel;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;52;57
ITA;Italy;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.975951201;4.992777675
ITA;Italy;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;8;8
ITA;Italy;3526;WEF Enabling environment subindex, 1-7 (best);Value;5.024574054;5.087493352
ITA;Italy;3527;WEF Enabling environment subindex, 1-7 (best);Rank;55;57
ITA;Italy;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.135465568;4.262080808
ITA;Italy;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;71;67
ITA;Italy;3530;WEF Infrastructure subindex, 1-7 (best);Value;5.190391017;4.998937966
ITA;Italy;3531;WEF Infrastructure subindex, 1-7 (best);Rank;13;16
ITA;Italy;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;5.553374166;5.622598574
ITA;Italy;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;5;5
ITA;Italy;3534;WEF Business environment, 1-7 (best);Value;3.589935755;3.866380951
ITA;Italy;3535;WEF Business environment, 1-7 (best);Rank;127;121
ITA;Italy;3536;WEF Safety and security pillar, 1-7 (best);Value;5.680705646;
ITA;Italy;3537;WEF Safety and security pillar, 1-7 (best);Rank;48;
ITA;Italy;3538;WEF Health and hygiene, 1-7 (best);Value;6.270234781;6.182282852
ITA;Italy;3539;WEF Health and hygiene, 1-7 (best);Rank;20;30
ITA;Italy;3540;WEF Human resources and labour market, 1-7 (best);Value;4.445782411;4.608474107
ITA;Italy;3541;WEF Human resources and labour market, 1-7 (best);Rank;75;67
ITA;Italy;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;5.136211676;5.365595324
ITA;Italy;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;35;37
ITA;Italy;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.61729877;4.541316105
ITA;Italy;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;65;75
ITA;Italy;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;4.092605176;4.132605176
ITA;Italy;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;24;29
ITA;Italy;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;3.49092664;3.880155817
ITA;Italy;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;133;124
ITA;Italy;3554;WEF Environmental sustainability, 1-7 (best);Value;4.341031685;4.494246133
ITA;Italy;3555;WEF Environmental sustainability, 1-7 (best);Rank;47;37
ITA;Italy;3556;WEF Air transport infrastructure, 1-7 (best);Value;4.259468211;4.360142789
ITA;Italy;3557;WEF Air transport infrastructure, 1-7 (best);Rank;26;23
ITA;Italy;3558;WEF Ground and port infrastructure, 1-7 (best);Value;4.650405731;4.673921469
ITA;Italy;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;32;22
ITA;Italy;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;6.661299109;5.96274964
ITA;Italy;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;3;11
ITA;Italy;3562;WEF Natural resources pillar, 1-7 (best);Value;4.600719037;4.782483885
ITA;Italy;3563;WEF Natural resources pillar, 1-7 (best);Rank;13;12
ITA;Italy;3564;WEF Cultural resources and business travel, 1-7 (best);Value;6.506029294;6.462713263
ITA;Italy;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;3;5
JAM;Jamaica;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.591565902;3.714632088
JAM;Jamaica;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;76;69
JAM;Jamaica;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.258379846;4.474495438
JAM;Jamaica;3527;WEF Enabling environment subindex, 1-7 (best);Rank;92;86
JAM;Jamaica;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.23399238;4.372115994
JAM;Jamaica;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;57;55
JAM;Jamaica;3530;WEF Infrastructure subindex, 1-7 (best);Value;3.927429076;3.789639218
JAM;Jamaica;3531;WEF Infrastructure subindex, 1-7 (best);Rank;53;52
JAM;Jamaica;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;1.946462307;2.222277704
JAM;Jamaica;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;101;87
JAM;Jamaica;3534;WEF Business environment, 1-7 (best);Value;4.441038292;4.769335585
JAM;Jamaica;3535;WEF Business environment, 1-7 (best);Rank;68;42
JAM;Jamaica;3536;WEF Safety and security pillar, 1-7 (best);Value;3.851113472;
JAM;Jamaica;3537;WEF Safety and security pillar, 1-7 (best);Rank;127;
JAM;Jamaica;3538;WEF Health and hygiene, 1-7 (best);Value;4.655201335;4.68331701
JAM;Jamaica;3539;WEF Health and hygiene, 1-7 (best);Rank;95;94
JAM;Jamaica;3540;WEF Human resources and labour market, 1-7 (best);Value;4.61234379;4.72052056
JAM;Jamaica;3541;WEF Human resources and labour market, 1-7 (best);Rank;61;55
JAM;Jamaica;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;3.732202343;4.220490923
JAM;Jamaica;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;84;78
JAM;Jamaica;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;5.720759483;5.903790938
JAM;Jamaica;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;11;6
JAM;Jamaica;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.595926376;4.035926376
JAM;Jamaica;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;54;37
JAM;Jamaica;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.291421301;3.974447967
JAM;Jamaica;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;99;122
JAM;Jamaica;3554;WEF Environmental sustainability, 1-7 (best);Value;3.327862358;3.574298695
JAM;Jamaica;3555;WEF Environmental sustainability, 1-7 (best);Rank;127;121
JAM;Jamaica;3556;WEF Air transport infrastructure, 1-7 (best);Value;2.443734023;2.371164946
JAM;Jamaica;3557;WEF Air transport infrastructure, 1-7 (best);Rank;81;83
JAM;Jamaica;3558;WEF Ground and port infrastructure, 1-7 (best);Value;4.745143684;4.386308085
JAM;Jamaica;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;30;33
JAM;Jamaica;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;4.593409519;4.611444621
JAM;Jamaica;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;58;49
JAM;Jamaica;3562;WEF Natural resources pillar, 1-7 (best);Value;2.497682949;3.049676446
JAM;Jamaica;3563;WEF Natural resources pillar, 1-7 (best);Rank;96;67
JAM;Jamaica;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.395241664;1.394878961
JAM;Jamaica;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;96;101
JOR;Jordan;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.589682131;3.632885755
JOR;Jordan;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;77;75
